id,percentage,review
41,59, Hot rod trucks are not a new form of radical transportation by any means  however Ford really is on the proverbial  ball  when it comes to this one  Add an intercooled supercharger to Ford s already potent Triton 5 4 liter overhead cam V8 engine  then drop it into a lowered F 150 with a dramatically stiffened suspension and huge disc brakes  and voila  you have the worlds coolest hot rod production truck  not to mention  at the time  the fastest i Driving Impressions i   A ny full sized pickup truck gives you that sense of power   most notably the 2002 Dodge Rams  towering over small passenger cars  In the case of the 1999 F 150 Lightning though  the feeling is enhanced  With 360 horsepower at your right foot coupled to a silky smooth 4 speed automatic transmission don t expect a boring ride  In terms of  acceleration   the 1999 Ford F 150 Lightning is astonishing  ripping 0 60 in under 6 seconds and to 100 mph in an estimated 15 2 seconds  according to many specs  Unlike most trucks where weight and poor aerodynamics come into play at around 80 or so MPH  the Lightning pulls far past that  Add flat  neutral cornering with excellent grip  responsive steering  and very supportive seats  and the mixture is just about perfect for a hot rod show truck   SVT    special vehicles team  selected the 5 4 liter Triton V8 offered in the F 150 and Expedition as the powerplant for the 1999 Lightning  Very good idea if you ask me  The 4 6 found in the Mustangs would have lacked Torque and power if they would have selected that particular engine  The Trition was conceived primarily to deliver a lot of low rev torque  440lb  ft  3 000 RPM  with a smaller bore than stroke of  3 60  x 4 22  Realizing that the Lightning buyers would want substantially more horsepower  some significant changes were made over its predecessor and its lesser models  The main power increase came by way of an intercooled Eaton Series II supercharger  also found the Jaguar XJR  The V8 got a special forged steel crankshaft  sinter forged alloy rods  and special dished alloy 8 4 1 compression pistons  A Larger 2 28  dual bore throttle body was also installed   Suspension b  The basic ladder type separate frame as used on all F 150s is retained for the Lightning  as is the basic suspension  short long arms up front and a leaf sprung live axle out back  Modifications include a lower height  recalibrated springs  modified shocks  thicker anti roll bars  and some massive  four wheel vented disc brakes i Interior Accommodation i  The  interior  of the F 150 Lightning is very much like the regular F 150s  All Lightnings comes with split bench seats with center arm rests and storage bins  The steering wheel is thick and meaty  The stereo system in my test truck was not stock  it was a 6 speaker Alpine system  but from what I hear they came with  excellent sounding  stock sound systems  The gauge s are white  giving you that sporty feel while looking at your speedometer rise   same gauges that are in the SVT Mustang  These gauge s can be found in a number of Ford performance automobiles  There is plenty of room for 3 adults  and the seats are very supportive  and comfortable to boot  Like the regular F 150s for  99 model year  the Lightning is very  car like  in configuration  The drivers position is especially good allowing for easy access to the HVAC controls and all of the gadgetry in the cabin i Exterior Innovation i  The  exterior   while not as bold as the 2002 Dodge Ram or any current generation Dodge Ram  is much more bold than the regular F 150s  There is no confusing a F 150 Lightning with a regular F 150  or any truck on this planet for that matter  The F 150 Lightning comes with side exhaust  a very cool feature  would have been better if it had dual side exhaust  A SVT badge of honor in the rear  Huge 18  rims matched with high performance tires  and an aggressive nose lets other drivers know this is one serious truck  All Ford Lightnings get the practical and convenient opening rear window  Red  black  or white  in all three of the available colors  the F 150 lightning radiates real aggression and style with its lowered stance and sexy five spoke alloy rims  and body extensions  Because of how collectible these trucks are  the  price  is actually higher then what they were back in 1999  I have seen F 150 Lightnings go for around  40 000  New  these trucks had a MSRP of around  30 000 even i Conclusion i While most owners will not utilize the power provided in the Lightning  the Ford Lightning offers amazing performance attributes  This vehicle may not be the best for off road use  in fact off road use is best avoided  however this type of a truck is one that will turn heads and burn rubber  fair enough trade off  The Lightning is recommended 100  to anyone looking for an exclusive  non off road  hot rod production truck Looking to read about another truck  You may want to check out    a href content 49617079940  my review on the Dodge Ram a    Happy Car Shopping  
42,75, In November of 1999  my wife decided that she was interested in an SUV and wanted to trade in our 1997 Dodge Ram  I had bought a 1999 Jeep Wrangler for myself earlier in the year  so who was I to argue We went to all of the differant dealers in the area and checked out the Dodge Durango  the Jeep Grand Cherakee  Chevrolet Blazer  GMC Jimmy and Tahoe  We then went to the Ford Dealer to see an Explorer before we went back to make a deal on the Duango  While walking across the lot to the Explorers my wife spotted the Expeditions  She immediatly locked on to a gold XLT and the Durango was forgotten  A test drive cinched the deal Since then we have taken a 1200 and a 600 mile trip experiencing all types of weather each time  The Expedition is a dream to drive  handles well and the gas mileage is reasonable  We get about 15 mpg in the city and about 18 on the highway  I have owned a good many vehicles in my time including a new Cadillac Sedan Deville and this is my all time pick for comfort  Safety is another factor as you sit nice and high and the Expedition has a nice heavy secure feel  We have the small V8 and power is not lacking When we fold up the third seat we have all of the room we need and if we remove the third seat and fold the second seat the space approximates that of a pickup  Long objects like lumber fit on the roof rack We have added tinted window vents  about  40  tinted front windows  about  70  and a K amp N air filter  about  55  When backing the vehicle seems longer than it is and the rear window being up so high makes it appear that vehicles and objects behind you are closer than they are One special luxury that we enjoy is the power operated adjustable gas and brake pedal  My wife is 5 2 quot  and runs the pedals all the way up and I like to have the lowest pedal setting  A touch of a button is all it takes  The only item I wish that it had was the memory settings for the seat adjustments but we can live without them All in all Ford has a winner with the Expedition  the comfort of a luxury car while giving more room for passengers and cargo  I had doubts at first about getting rid of our pickup because it was so handy  but no more  I am sold on the Expedition  We looked at the Excursion while we were at the Ford dealer but it was just too big for us Try one on for size and I ll bet you will be the next buyer br br  
43,51, I bought my Ford Explorer in 1993 when they weren t the  quot station wagon quot  of the 90 s  I have a dirt road 1 3 mile long with lots of ruts and bumps  I haul pot bellied pigs and my dog  straw  heavy food bags and drive on the lawn  My Explorer has lasted with general maintenance and new tires  This vehicle is great for riding tough  I change the oil regularly and the air filter maybe once a year  This vehicle is not made just for good looks  This vehicle is for someone who wants to run their car  haul  and off road br br  
44,60, My Expy came with a trailer towing package  full power inside and inclement weather package  The motor a 4 8 liter  is very weak on power when towing  If your thinking of buying an Expy and plan on towing anything  I strongly urge you to consider the bigger motor  You will find that while towing anything  slight upgrades in the road will cause your Expy with the little motor to kick out of overdrive and into high gear  If you live in a mountainous area  then be prepared NOT to use overdrive Overall  my Expy is a comfortable ride and we have had little problems with it  The longevity of all Ford motors is proven  but do consider an extended warranty as this vehicle has numerous sensors that can nickle and dime you  I did have a bad ride and alot of road noise with the Goodyear tires that came on the expy from the factory  I switched to Michelins and found the ride much better and the road noise gone  Consider the Michelin LTX M S series tire for your expy if you change tires I enjoy my Expy and found it to be a comfortable ride  easy to manuever  stable at high speeds and during changing lanes and a real joy to drive  Hope you have as good a luck with yours br br  
45,74, I just want to say that I ve had my 1992 4x4 XLT fullsize Bronco for 4 years now and I love it  I couldn t ask for anything more in a vehicle  The first thing that sold me on it was the intimidating appearance of the thing  It looks mean  The interior is very roomy and comfortable and gauges and switches are clear and easy to reach  Currently it has 135 000 miles on it with not a lick of trouble  Everything on the Bronco is stock besides the 33 quot  tires and a Dynomax turbo muffler  The ride is decent for a truck like SUV  but the stiff suspension can really help out when off roading  The 5 0L powerplant is surprisingly powerful  I can beat my friend s stock Chevy Z71 0 60 even with my 33 quot  tires  although he hates when I bring it up  I don t see why people gripe and complain about the reliability of this vehicle  Me and about 8 of my other friends have gone over 120 000 miles on our Broncos  135 000 for me  without incident  I just think that some people don t know what the term  quot routine maintenance quot  means     
46,76, I love my 2000 Mustang  The car that I traded in was a 1992 Ford Mustang convertible  That car gave me a few problems  but I went ahead on and tried another Ford  I was looking for a new car because I was ready to get married  My husband went with me  We both fell in love with this car  I have a Bright Atlantic Blue Mustang  It is a pretty color  I don t see very many of the same color as mine  The interior is light gray and dark gray  The seats are light gray My car has only given me one problem  The air conditioner vents did not turn from side to side  I took the car to the local Ford dealership and told them  They looked at the car and ordered the parts  I took the car back in and they put in new air conditioner vents  This is the only problem I have had  The car is great  The interior of the car is a light gray  The car is an automatic  It has power windows  power door locks  cd player  tape player  cruise control  automatic driver seat  automatic mirrors  overdrive and It has an anti theft device built into the car  If someone doesn t have the right key  the car will not start  I had a key made at Wal Mart and it will unlock the doors  but you can t use it to drive the car with  It also has a remote control for the car  It has lock and unlock for the doors  trunk and panic button The driver panels are the speed  oil gage  temperature gage  gas gage and the battery  It also has lights that light up for different reasons  like the seatbelt  overdrive off  or low fuel  The seatbelt warning goes off every now and then  if you don t buckle your seatbelt up The gear shift is located in between the seats  It has park  reverse  neutral  drive  2  and 1  The overdrive button is located on the gear shift  There is a console in between the front seats  It has slots inside if for cd s  There is also a change tray located between the gear shift and the console  The doors also have  pockets  to place objects in  When I am out on the highway and I want to  get up and go  it goes  Some cars that I have had before if you push the gas it is still going the same speed  Not this one  You want to go  it goes  The car s body style has not changed much over the last few years  I has just been the head lights and tail lights that change  The body is just about the same as it was when they changed to this body style in 1994  The inside of the car is great  I love having the tape deck and the cd player  I have lots of cds but I also have quite a few tapes so that gives me more of an option of what I can listen to  The control panel for the cd player  the tape deck and the air conditioner are all in the middle  That makes it easy to get to for the driver The cruise control is located on the steering wheel  The buttons are cruise  coast  and resume  Cruise is to set it  Coast to slow down  Resume to go back to the speed that you were at before  The windshield wipers are on the side of the steering column  This is also the same as the blinkers and the headlight brightner dimmer  The emergency blinkers are on the top of the steering column  The headlights are on the left side of the steering wheel  There is an interior light for when the doors are open  When you get into the car and close the door  the light stays on until you start the car  This is very helpful at night time to see the ignition  When you get out the light also stays lit until you lock the doors  It also goes off automatically This car has an automatic window defroster for the back window  This helps in the winter time to defrost ice and snow  The heater has defrost  floor and mix  Mix is the floor and defroster  The heater air conditioner is a round circle that goes from cold to hot  blue to red  The air conditioner has max a c  normal a c  and vent  The max blows a little harder than the normal  Vent is just for outside air  The only thing that I don t like is that the seats could be a little softer than what they are  I love the automatic seat for the drivers side  There is not one on the passenger side  But they are ok  The front seats are bucket seats  The back seat is two different seats  They lay down to the inside  In case you have something in the trunk  There is not much leg room in the back seat  It is comfortable enough for my son  He is only five  so he is comfortable in the back seat  Most adults would not be comfortable in the back seat  unless they are short  I have ridden in the back seat  I am 5 5  and there is enough leg room for me  But it is not for very tall people The trunk has an automatic opener on the key chain and also inside the glove box  There is also a safety feature on the inside of the car s trunk  There is a cord to pull in case you get locked in the trunk  to pop the trunk from the inside  The trunk is carpeted and has the donut tire underneath the carpet  It is a pretty roomy trunk for a sports car  My car has a spoiler on the trunk  There is a third brake light in the spoiler This car drives great  The car accelerates when you want it to  It is a fun little car to drive  The brakes also work well  When you need to stop and stop fast  it does  The cars performance driving is great  It takes off and slows down when you want to  It handles the road good  It is easy to drive  I love everything else about my car  My next car after this one will more than likely be another Mustang  They have me sold on this  little pony  If you have not ever had a Mustang you need to drive one  You might really want one after you do  Thank you for reading  Have a good night Kimberly 
47,80, I pull up to the stop light and next to me I see a Porsche Boxster  But you see if I were in any other car I would sit back and stare in awe but I was in my brand new 2000 GT Mustang  This guy in the Porsche was over there thinkin look at this guy thinking he s got a fast car  well I m going to burn him  But when the light turned green i was gone before he could say a word  I love my mustang  I have loved mustangs since they came out  They have always been reliable cars and so far my 2000 has proved to be reliable also  The mustang is one of the sharpest  sleekest  best lookin cars on the road today  The style and performance is unbeatable for the price  If you are lookin for bang for the buck then this is the car for you  I got this car because I wanted a fun reliable car to drive around everyday  I got both out of the mustang  If you are single and want a good car for good money the Mustang is for you br br  
48,53, I have owned a 1985 Ford T Bird  1992 Mercury Cougar and now a 1997 Ford T Bird  These are all essentially the same cars  given differences for model years  These cars are virtually indestructible for American manufactured autos  The  85 went 128K miles  the  92 was at 113K miles when they were sold and the  97 is at 45k miles  I had no major breakdowns on any of these and I was always impressed that when they were emissions tested  required in most states  even at high mileage  each tested well within the clean air standards  This indicates a well built  close tolerance engine  designed to last  Alas they are not made anymore  Ford realized they could make and sell a Ford Taurus Mercury Sable  a smaller car and less costly to produce and sell it for more profit than they ever saw on the T Birds or Cougars  Or you are forced to buy an even pricier Ford Crown Victoria or Mercury Grand Marquis if you like larger and safer auto  These were spiffy road cruisers with good looks  good gas mileage  and performed well for their size  If you can find a low mileage  97  they make a great second or even your main vehicle  These will no doubt be collector items for your children  
49,77, The Ford Windstar is a great minivan for those families out there that are always on the run  I love it  It actually drives like a car even though it is pretty large  It has a nice look and is comfortable  I have had this van for four years and it is still holding up  I recommend this to anyone who wants a minivan that drives great and is worth the price  I bought it for  25 000 and it is great  I have had no problems with this car and recommend it  Take it from me  the Ford Windstar is a great van and worth the price     
50,62, I needed a vehicle with enough room to seat 4 people  2 in car seats  Four doors was something of a must as the extra 2 doors help to make the process of buckling in youngsters go a little smoother  I also wanted something that would be easy on gas as I do a lot of driving  My search did not start out with the Focus in mind  rather I looked at and test drove most of the cars in its class before making a decision  The main selling point for us on this vehicle was the test drive  The car surprised me at how quiet it is and the ride was also good for a small car  Gas mileage on the sticker was posted as 28 city  and 36 highway  The only thing I was not impressed with on the test drive was the visibility but I ll get to that later  A quick check to see how the car seats fit in the back and the rest was a matter of settling on a final price with our local dealer  After owning the Focus for about a month I am still very happy with my choice but there are a few gripes I have with this vehicle  The exterior styling of the sedan version leaves a bit to be desired in my opinion but also contributes to two shortcomings  I can t see the front end of the car nor can I see the back end  from the drivers seat  Pay close attention to this on the test drive as it may prove to be unacceptable to some drivers  The base engine is adequate for the flat terrain where I live but I d opt for the stronger Zetec option if I lived in a hilly or mountainous region  I would also have preferred an extra inch of cleaning surface on the drivers side windshield wiper  One thing to keep in mind when car shopping in this class is the list of standard options  I believe Ford was a little stingy in this respect  Aside from floor mats  rear defrost  interior trunk release  passive anti theft system and AM FM cassette most of the other standard options on the LX sedan are very basic  If you want ABS  AC  automatic transmission  etc  you ll need to add potentially expensive options  Fortunately the gripes have been mild and my overall impression remains high  The 5 speed transmission and clutch have proven thus far to be the smoothest I have used  The car does not have a workmanship defect that I have found and has not needed any repair  The mixed bag of driving I do has yielded almost 32mpg  Driving position is comfortable and the air conditioner has been more than up to the job  According to our insurance agent rates for this vehicle are pretty much average for a small car  As a final bonus the trunk holds more than I expected from a car in this class although the high trunk probably contributes to the lack of rear visibility  If you re in the market for a small car you ll of course want to check out epinions com but might also want to take a look at http carpoint msn com homepage default asp You can check specs  rebate information  pricing  invoice and retail  check safety ratings  compare with similar vehicles  etc  
